Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Characteristics [Cell Cycle Phase],Term Source 3 REF,Term Source 3 Accession,Experimental Condition [Sister Chromatid Labelling],Experimental Condition [Genome Editing],Experimental Condition [ # fill in],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Assay Name,Source Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File,,,,,
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #05.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_8,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #05.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #07.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_9,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #07.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #09.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_10,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #09.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-16-18.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_11,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-16-18.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-16-19.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_12,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-16-19.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-21.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_13,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-21.czi #1.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-21.czi #4.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_14,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-21.czi #4.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_15,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #1.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_16,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #2.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_17,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #3.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #4.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_18,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #4.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WAPL_Prometa,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #5.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,WAPL-dTAG cell line. WAPL tagged with dTAG (FKBP12F36V) for acute depletion upon addition of dTAG-7.,wapl_dep_one_sister_prometa_stain_h3s10p,ENSG00000062650,ENSG00000134057,WAPL,CCNB1 (Cyclin B1),,validation_cell_cycle_stage,wapl_dep_one_sister_prometa_stain_h3s10p_cell_19,220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #5.tif_registered.tif,idr_upload/images/experiment4/wapl_dep/wapl_dep_one_sister_prometa_stain_h3s10p,,processed,cyclin_b1,phospho-h3-serine10,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister_stain_cycb1,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_1,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_3,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #4.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_4,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #4.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #5.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_5,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #5.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #6.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_6,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #6.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-05-09.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_7,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-05-09.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-07-10.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_8,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-07-10.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-08-11.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_9,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-08-11.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-10-12.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_10,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-10-12.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-10-12.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_11,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-10-12.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-15-18.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_12,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-15-18.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-16-19.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_13,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-16-19.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-17-20.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_14,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-17-20.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-02-21-23.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_15,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-02-21-23.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-28-32.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_16,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-28-32.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-29-33.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_17,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-29-33.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-30-34.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_18,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-30-34.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_19,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
WT_G2,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,ENSG00000134057,CCNB1 (Cyclin B1),,sister_chromatid_labelling,wt_g2_one_sister_cell_20,211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,Image uploaded as part of experiment A. Separate analysis performed here.,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment4_processed_measure_fluorescence_single_cells.txt,,
